username,to,text,retweets,favorites,replies,id,permalink,author_id,date,formatted_date,hashtags,mentions,geo,urls,city,query,date_range
BSMAINT,,"@kohler shower valve kit install today. Shower has two shower heads and one shower handle. #shower #kohler #showervalves #tileshower #chromefaucet @Chatham, Illinois https://www.instagram.com/p/B-QRVldgJ08/?igshid=gz8st3lqey0o",0,0,0,1243669645959270405,https://twitter.com/BSMAINT/status/1243669645959270405,434713776,2020-03-27 22:42:04+00:00,Fri Mar 27 22:42:04 +0000 2020,#shower #kohler #showervalves #tileshower #chromefaucet,@Kohler,,https://www.instagram.com/p/B-QRVldgJ08/?igshid=gz8st3lqey0o,springfield,,"('2020-03-13', '2020-03-28')"
VirginiaVarner1,,The Gov. Of Kentucky doesn't believe enough people have died so he keeps the abortion clinic open to continue killing babies. What the hell is wrong with some politicians. Not enough death for you? How many babies killed is enough for you? ,1,2,0,1243668732985081858,https://twitter.com/VirginiaVarner1/status/1243668732985081858,1086116980602687488,2020-03-27 22:38:26+00:00,Fri Mar 27 22:38:26 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
SSHS_TF,Channel1450com,Distances races,0,5,0,1243667854026735616,https://twitter.com/SSHS_TF/status/1243667854026735616,975388182941401088,2020-03-27 22:34:57+00:00,Fri Mar 27 22:34:57 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
SSHS_TF,Channel1450com,Throws for sure,0,4,0,1243667794987749377,https://twitter.com/SSHS_TF/status/1243667794987749377,975388182941401088,2020-03-27 22:34:43+00:00,Fri Mar 27 22:34:43 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
SSHS_TF,Channel1450com,The sprints,0,5,0,1243667755997499392,https://twitter.com/SSHS_TF/status/1243667755997499392,975388182941401088,2020-03-27 22:34:33+00:00,Fri Mar 27 22:34:33 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
SSHS_TF,Channel1450com,The relays,0,4,0,1243667724355670019,https://twitter.com/SSHS_TF/status/1243667724355670019,975388182941401088,2020-03-27 22:34:26+00:00,Fri Mar 27 22:34:26 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
SSHS_TF,Channel1450com,The jumps,0,4,0,1243667694341234688,https://twitter.com/SSHS_TF/status/1243667694341234688,975388182941401088,2020-03-27 22:34:19+00:00,Fri Mar 27 22:34:19 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
Mick_White0015,Dcl_60,You won’t be missed,0,0,0,1243667446990622721,https://twitter.com/Mick_White0015/status/1243667446990622721,143220054,2020-03-27 22:33:20+00:00,Fri Mar 27 22:33:20 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
DavidEmuze,Channel1450com,@Khalilross7 was about to shatter that meet triple jump record..,1,3,0,1243665260818640900,https://twitter.com/DavidEmuze/status/1243665260818640900,749555059978043392,2020-03-27 22:24:39+00:00,Fri Mar 27 22:24:39 +0000 2020,,@Khalilross7,,https://twitter.com/Channel1450com/status/1243664648353832961,springfield,,"('2020-03-13', '2020-03-28')"
DavidEmuze,L_hommeDeJus, ,1,2,0,1243665071210971137,https://twitter.com/DavidEmuze/status/1243665071210971137,749555059978043392,2020-03-27 22:23:53+00:00,Fri Mar 27 22:23:53 +0000 2020,,,,https://twitter.com/L_hommeDeJus/status/1243664468996997121,springfield,,"('2020-03-13', '2020-03-28')"
L_hommeDeJus,,"‘𝐍𝐎𝐓𝐇𝐈𝐍𝐆 𝐂𝐀𝐍 𝐒𝐓𝐎𝐏 𝐌𝐄’ the ＭＵＳＥofＥＭＵＺＥ (Mini Trailer) ••• With his senior season in jeopardy amid an unforeseen pandemic, @davidemuze takes his destiny into his own hands with his relentless work ethic in order to… https://www.instagram.com/p/B-QOBQPgfdH/?igshid=obc3dzyezby3",1,2,1,1243664468996997121,https://twitter.com/L_hommeDeJus/status/1243664468996997121,140574598,2020-03-27 22:21:30+00:00,Fri Mar 27 22:21:30 +0000 2020,,@DavidEmuze,,https://www.instagram.com/p/B-QOBQPgfdH/?igshid=obc3dzyezby3,springfield,,"('2020-03-13', '2020-03-28')"
ms_carole2,im_lee8419,Yes good idea Lee,0,2,0,1243662833776234498,https://twitter.com/ms_carole2/status/1243662833776234498,1208112813610348550,2020-03-27 22:15:00+00:00,Fri Mar 27 22:15:00 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
Topps27,,Favorite phrase from tiger king documentary “Shaktipat with penis” Carry on with your quarantine and binging,0,3,1,1243658922277339138,https://twitter.com/Topps27/status/1243658922277339138,1687373522,2020-03-27 21:59:27+00:00,Fri Mar 27 21:59:27 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
VirginiaVarner1,ChefNoraM,The real enemy's of our country? We have more important things to think about and do than wast time on stupid idiots. Cant teach stupid so just ignore them and continue to do what's necessary. ,0,0,0,1243658138211037185,https://twitter.com/VirginiaVarner1/status/1243658138211037185,1086116980602687488,2020-03-27 21:56:20+00:00,Fri Mar 27 21:56:20 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
lxdwrds,,,0,1,0,1243657665080963077,https://twitter.com/lxdwrds/status/1243657665080963077,1642003248,2020-03-27 21:54:28+00:00,Fri Mar 27 21:54:28 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
VirginiaVarner1,seanhannity,"What has anyone from the Times done for America and the crisis we're in? They can blah blah blah all they want but it's actions that really speaks to heroes in America. You know, like the President. ",0,0,0,1243657152318881795,https://twitter.com/VirginiaVarner1/status/1243657152318881795,1086116980602687488,2020-03-27 21:52:25+00:00,Fri Mar 27 21:52:25 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
zenchyk,UndeadRandy,It’s crazy!!!,0,1,1,1243657097709006849,https://twitter.com/zenchyk/status/1243657097709006849,16868176,2020-03-27 21:52:12+00:00,Fri Mar 27 21:52:12 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
LukeBrooks_15,sierraxshae,Can’t wait. It’s the highlight of my west side driving.,0,1,1,1243656797543596037,https://twitter.com/LukeBrooks_15/status/1243656797543596037,788447374293086208,2020-03-27 21:51:01+00:00,Fri Mar 27 21:51:01 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
DevinTrubeyTV,,BREAKING: Gov Pritzker mobilizes 65 National Guard members. 50 soldiers from the 3637th Maintenance Conpany in Springfield. They will be sent to McLean County Fairgrounds in Bloomington to help with safety. Medical support will come from 182nd in Peoria. More details at 6.,1,3,0,1243656417090965504,https://twitter.com/DevinTrubeyTV/status/1243656417090965504,3991793241,2020-03-27 21:49:30+00:00,Fri Mar 27 21:49:30 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
Topps27,lelechir,That was my point,0,1,0,1243655869948182529,https://twitter.com/Topps27/status/1243655869948182529,1687373522,2020-03-27 21:47:20+00:00,Fri Mar 27 21:47:20 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
Jeanett12810864,ChrisWickNews, ,0,0,0,1243655719083216896,https://twitter.com/Jeanett12810864/status/1243655719083216896,1162419082332954624,2020-03-27 21:46:44+00:00,Fri Mar 27 21:46:44 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
Topps27,lelechir,Sagittarius,0,0,1,1243655625034403840,https://twitter.com/Topps27/status/1243655625034403840,1687373522,2020-03-27 21:46:21+00:00,Fri Mar 27 21:46:21 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
Topps27,lelechir,We live in a “hey look at me” society,0,0,1,1243655533527273472,https://twitter.com/Topps27/status/1243655533527273472,1687373522,2020-03-27 21:45:59+00:00,Fri Mar 27 21:45:59 +0000 2020,,,,https://twitter.com/lelechir/status/1243651359989252096,springfield,,"('2020-03-13', '2020-03-28')"
Tatsnan,HillaryClinton,You are one sick person. Unbelievable.,0,0,0,1243655288063959047,https://twitter.com/Tatsnan/status/1243655288063959047,3052930093,2020-03-27 21:45:01+00:00,Fri Mar 27 21:45:01 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
LukeBrooks_15,sierraxshae,I’m picking up your sarcasm.,0,1,1,1243654817077231628,https://twitter.com/LukeBrooks_15/status/1243654817077231628,788447374293086208,2020-03-27 21:43:09+00:00,Fri Mar 27 21:43:09 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
dumb_records,,Happy birthday to Benny Deewitt of Renae you have always been like a little brother to me,0,1,0,1243653336240398337,https://twitter.com/dumb_records/status/1243653336240398337,2593654848,2020-03-27 21:37:15+00:00,Fri Mar 27 21:37:15 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
meggs_019,,"Mac will forever be my home. My professors, volleyball, friends & social work program will always be in my heart. ",0,26,1,1243651527765524483,https://twitter.com/meggs_019/status/1243651527765524483,458981121,2020-03-27 21:30:04+00:00,Fri Mar 27 21:30:04 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
LukeBrooks_15,,.@sierraxshae the lions have no decorations. Maybe a ,0,7,1,1243651506840260617,https://twitter.com/LukeBrooks_15/status/1243651506840260617,788447374293086208,2020-03-27 21:29:59+00:00,Fri Mar 27 21:29:59 +0000 2020,,@sierraxshae,,,springfield,,"('2020-03-13', '2020-03-28')"
LukeBrooks_15,,"Seniors - You will be able to pick up your graduation items ( caps , gowns, etc) on April 1 from 12:30-2:00 at Farmingdale in front of the school. All you need to do is drive through the circle drive and we will deliver. I will send message out via Teacherease as well.",0,11,0,1243651065372979201,https://twitter.com/LukeBrooks_15/status/1243651065372979201,788447374293086208,2020-03-27 21:28:14+00:00,Fri Mar 27 21:28:14 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
meggs_019,MrClean5234,One of the best!!,0,2,0,1243650638480900103,https://twitter.com/meggs_019/status/1243650638480900103,458981121,2020-03-27 21:26:32+00:00,Fri Mar 27 21:26:32 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
zenchyk,,"After hearing all the buzz and considering I’m working as producer on my first documentary, I decided to watch #TigerKingNetflix. What plays like a mockumentary is totally real life! You can’t make this up! A bottle of wine is chilling so I can finish the series tonight! ",0,3,2,1243650345252896769,https://twitter.com/zenchyk/status/1243650345252896769,16868176,2020-03-27 21:25:22+00:00,Fri Mar 27 21:25:22 +0000 2020,#TigerKingNetflix,,,,springfield,,"('2020-03-13', '2020-03-28')"
